city,town,road,,,
彰化縣,彰化市,建國南路,10,24,153
彰化縣,彰化市,建寶街,10,24,154
彰化縣,彰化市,茄南街,10,24,155
彰化縣,彰化市,茄苳路一段,10,24,156
彰化縣,彰化市,茄苳路二段,10,24,157
彰化縣,彰化市,英士路,10,24,158
彰化縣,彰化市,倉北巷,10,24,159
彰化縣,彰化市,埔中一街,10,24,160
彰化縣,彰化市,埔中二街,10,24,161
彰化縣,彰化市,埔中三街,10,24,162
彰化縣,彰化市,埔內街,10,24,163
彰化縣,彰化市,埔巿街,10,24,164
彰化縣,彰化市,埔北街,10,24,165
彰化縣,彰化市,埔市街,10,24,166
彰化縣,彰化市,埔西街,10,24,167
彰化縣,彰化市,埔東街,10,24,168
彰化縣,彰化市,埔南街,10,24,169
彰化縣,彰化市,埔陽街,10,24,170
彰化縣,彰化市,師大路,10,24,171
彰化縣,彰化市,桃源街,10,24,172
彰化縣,彰化市,泰安一街,10,24,173
彰化縣,彰化市,泰安二街,10,24,174
彰化縣,彰化市,泰和中街,10,24,175
彰化縣,彰化市,泰和東街,10,24,176
彰化縣,彰化市,泰和路一段,10,24,177
彰化縣,彰化市,泰和路二段,10,24,178
彰化縣,彰化市,泰和路三段,10,24,179
彰化縣,彰化市,泰祥街,10,24,180
彰化縣,彰化市,泰瑞街,10,24,181
彰化縣,彰化市,泰豐街,10,24,182
彰化縣,彰化市,健興路,10,24,183
彰化縣,彰化市,國聖路,10,24,184
彰化縣,彰化市,崙平北路,10,24,185
彰化縣,彰化市,崙平南路,10,24,186
彰化縣,彰化市,崙美路,10,24,187
彰化縣,彰化市,祥和街,10,24,188
彰化縣,彰化市,陳稜路,10,24,189
彰化縣,彰化市,勝興街,10,24,190
彰化縣,彰化市,博愛街,10,24,191
彰化縣,彰化市,惠民莊,10,24,192
彰化縣,彰化市,景宗街,10,24,193
彰化縣,彰化市,華山路,10,24,194
彰化縣,彰化市,華陽街,10,24,195
彰化縣,彰化市,菜巿街,10,24,196
彰化縣,彰化市,菜市街,10,24,197
彰化縣,彰化市,進德路,10,24,198
彰化縣,彰化市,陽明街,10,24,199
彰化縣,彰化市,雲長路,10,24,200
彰化縣,彰化市,慈生街,10,24,201
彰化縣,彰化市,新平路,10,24,202
彰化縣,彰化市,瑞陽街,10,24,203
彰化縣,彰化市,義興街,10,24,204
彰化縣,彰化市,聖安路,10,24,205
彰化縣,彰化市,裕民街,10,24,206
彰化縣,彰化市,實踐路,10,24,207
彰化縣,彰化市,彰水路,10,24,208
彰化縣,彰化市,彰平路,10,24,209
彰化縣,彰化市,彰秀路,10,24,210
彰化縣,彰化市,彰和路一段,10,24,211
彰化縣,彰化市,彰南路一段,10,24,212
彰化縣,彰化市,彰南路二段,10,24,213
彰化縣,彰化市,彰南路三段,10,24,214
彰化縣,彰化市,彰南路五段,10,24,215
彰化縣,彰化市,彰南路六段,10,24,216
彰化縣,彰化市,彰南路四段,10,24,217
彰化縣,彰化市,彰美路一段,10,24,218
彰化縣,彰化市,彰泰一街,10,24,219
彰化縣,彰化市,彰泰二街,10,24,220
彰化縣,彰化市,彰泰三街,10,24,221
彰化縣,彰化市,彰益街,10,24,222
彰化縣,彰化市,彰草路,10,24,223
彰化縣,彰化市,彰馬路,10,24,224
彰化縣,彰化市,彰鹿路,10,24,225
彰化縣,彰化市,彰新路一段,10,24,226
彰化縣,彰化市,彰興街,10,24,227
彰化縣,彰化市,彰興路一段,10,24,228
彰化縣,彰化市,彰興路二段,10,24,229
彰化縣,彰化市,福山街,10,24,230
彰化縣,彰化市,福田一路,10,24,231
彰化縣,彰化市,福田二路,10,24,232
彰化縣,彰化市,福成街,10,24,233
彰化縣,彰化市,福東街,10,24,234
彰化縣,彰化市,福馬街,10,24,235
彰化縣,彰化市,福順街,10,24,236
彰化縣,彰化市,福興路,10,24,237
彰化縣,彰化市,福鎮街,10,24,238
彰化縣,彰化市,精華街,10,24,239
彰化縣,彰化市,精誠路,10,24,240
彰化縣,彰化市,維新路,10,24,241
彰化縣,彰化市,臺化街,10,24,242
彰化縣,彰化市,臺鳳路,10,24,243
彰化縣,彰化市,線東路一段,10,24,244
彰化縣,彰化市,學士街,10,24,245
彰化縣,彰化市,學前街,10,24,246
彰化縣,彰化市,曉陽路,10,24,247
彰化縣,彰化市,磚?路,10,24,248
彰化縣,彰化市,磚磘路,10,24,249
彰化縣,彰化市,興中街,10,24,250
彰化縣,彰化市,親仁新村,10,24,251
彰化縣,彰化市,龍門一街,10,24,252
彰化縣,彰化市,龍門二街,10,24,253
彰化縣,彰化市,龍涎北路,10,24,254
彰化縣,彰化市,龍涎路,10,24,255
彰化縣,彰化市,環山路,10,24,256
彰化縣,彰化市,環河南路一段,10,24,257
彰化縣,彰化市,環河街,10,24,258
彰化縣,彰化市,豐國路,10,24,259
彰化縣,彰化市,辭修北路,10,24,260
彰化縣,彰化市,辭修路,10,24,261
彰化縣,彰化市,寶山東路,10,24,262
彰化縣,彰化市,寶山路,10,24,263
彰化縣,彰化市,寶聖路,10,24,264
彰化縣,彰化市,寶廍路,10,24,265
彰化縣,彰化市,温泉路,10,24,266
彰化縣,福興鄉,三汴街,10,25,1
彰化縣,福興鄉,下寮巷,10,25,2
彰化縣,福興鄉,大崙街,10,25,3
彰化縣,福興鄉,中正路,10,25,4
彰化縣,福興鄉,文化街,10,25,5
彰化縣,福興鄉,出水街,10,25,6
彰化縣,福興鄉,外中街,10,25,7
彰化縣,福興鄉,外埔巷,10,25,8
彰化縣,福興鄉,平和路,10,25,9
彰化縣,福興鄉,同安巷,10,25,10
彰化縣,福興鄉,西勢街,10,25,11
彰化縣,福興鄉,秀安一街,10,25,12
彰化縣,福興鄉,秀安二街,10,25,13
彰化縣,福興鄉,秀厝一街,10,25,14
彰化縣,福興鄉,秀厝二街,10,25,15
彰化縣,福興鄉,東隆路,10,25,16
彰化縣,福興鄉,東勢巷,10,25,17
彰化縣,福興鄉,東勢巷巷,10,25,18
彰化縣,福興鄉,東興路,10,25,19
彰化縣,福興鄉,沿海路一段,10,25,20
彰化縣,福興鄉,沿海路二段,10,25,21
彰化縣,福興鄉,沿海路三段,10,25,22
彰化縣,福興鄉,沿海路五段,10,25,23
彰化縣,福興鄉,沿海路四段,10,25,24
彰化縣,福興鄉,社尾街,10,25,25
彰化縣,福興鄉,阿力街,10,25,26
彰化縣,福興鄉,青雲路,10,25,27
彰化縣,福興鄉,南興街,10,25,28
彰化縣,福興鄉,南環路一段,10,25,29
彰化縣,福興鄉,南環路二段,10,25,30
彰化縣,福興鄉,南環路三段,10,25,31
彰化縣,福興鄉,柳橋路七段,10,25,32
彰化縣,福興鄉,洪堀巷,10,25,33
彰化縣,福興鄉,員鹿路一段,10,25,34
彰化縣,福興鄉,員鹿路二段,10,25,35
彰化縣,福興鄉,埔鹿街,10,25,36
彰化縣,福興鄉,振興巷,10,25,37
彰化縣,福興鄉,浮景巷,10,25,38
彰化縣,福興鄉,浮景巷建,10,25,39
彰化縣,福興鄉,頂粘,10,25,40
彰化縣,福興鄉,頂粘街,10,25,41
彰化縣,福興鄉,鹿興路,10,25,42
彰化縣,福興鄉,麥厝街,10,25,43
彰化縣,福興鄉,復興南路,10,25,44
彰化縣,福興鄉,復興路,10,25,45
彰化縣,福興鄉,番社街,10,25,46
彰化縣,福興鄉,番花街一段,10,25,47
彰化縣,福興鄉,番花路一段,10,25,48
彰化縣,福興鄉,番花路二段,10,25,49
彰化縣,福興鄉,番婆街,10,25,50
彰化縣,福興鄉,廈粘街,10,25,51
彰化縣,福興鄉,新生路,10,25,52
彰化縣,福興鄉,萬豐巷,10,25,53
彰化縣,福興鄉,彰水路,10,25,54
彰化縣,福興鄉,彰鹿路七段,10,25,55
彰化縣,福興鄉,彰鹿路六段,10,25,56
彰化縣,福興鄉,彰鹿路四段,10,25,57
彰化縣,福興鄉,福三路三段,10,25,58
彰化縣,福興鄉,福三路四段,10,25,59
彰化縣,福興鄉,福工路,10,25,60
彰化縣,福興鄉,福正路,10,25,61
彰化縣,福興鄉,福建路,10,25,62
彰化縣,福興鄉,福興路,10,25,63
彰化縣,福興鄉,福龍街,10,25,64
彰化縣,福興鄉,管厝街,10,25,65
彰化縣,福興鄉,橫圳巷,10,25,66
彰化縣,福興鄉,橫圳巷建,10,25,67
彰化縣,福興鄉,橋和街,10,25,68
彰化縣,福興鄉,橋發街,10,25,69
彰化縣,福興鄉,橋興街,10,25,70
彰化縣,福興鄉,興業路,10,25,71
彰化縣,福興鄉,龍舟路,10,25,72
彰化縣,福興鄉,臨海路一段,10,25,73
彰化縣,福興鄉,鎮平街,10,25,74
彰化縣,福興鄉,粿店巷,10,25,75
彰化縣,線西鄉,下犁路,10,26,1
彰化縣,線西鄉,下塭路,10,26,2
彰化縣,線西鄉,口厝路,10,26,3
彰化縣,線西鄉,中山南街,10,26,4
彰化縣,線西鄉,中山街,10,26,5
彰化縣,線西鄉,中央路一段,10,26,6
彰化縣,線西鄉,中央路二段,10,26,7
彰化縣,線西鄉,中央路三段,10,26,8
彰化縣,線西鄉,中正路,10,26,9
彰化縣,線西鄉,中車路,10,26,10
彰化縣,線西鄉,中華東路,10,26,11
彰化縣,線西鄉,中華路,10,26,12
彰化縣,線西鄉,永安北路,10,26,13
彰化縣,線西鄉,育英路,10,26,14
彰化縣,線西鄉,見興路,10,26,15
彰化縣,線西鄉,和樂路,10,26,16
彰化縣,線西鄉,和線路,10,26,17
彰化縣,線西鄉,東興路,10,26,18
彰化縣,線西鄉,沿海路一段,10,26,19
彰化縣,線西鄉,沿海路二段,10,26,20
彰化縣,線西鄉,金馬路,10,26,21
彰化縣,線西鄉,崁頂路,10,26,22
彰化縣,線西鄉,校前街,10,26,23
彰化縣,線西鄉,草豐路,10,26,24
彰化縣,線西鄉,頂庄路,10,26,25
彰化縣,線西鄉,頂犁路,10,26,26
彰化縣,線西鄉,頂興路,10,26,27
彰化縣,線西鄉,寓埔路,10,26,28
彰化縣,線西鄉,復興路,10,26,29
彰化縣,線西鄉,塭仔路,10,26,30
彰化縣,線西鄉,溝內路,10,26,31
彰化縣,線西鄉,彰濱西一路,10,26,32
彰化縣,線西鄉,彰濱西二路,10,26,33
彰化縣,線西鄉,彰濱西三路,10,26,34
彰化縣,線西鄉,彰濱西五路,10,26,35
彰化縣,線西鄉,彰濱西四路,10,26,36
彰化縣,線西鄉,彰濱東一路,10,26,37
彰化縣,線西鄉,彰濱東七路,10,26,38
彰化縣,線西鄉,彰濱東九路,10,26,39
彰化縣,線西鄉,彰濱東二路,10,26,40
彰化縣,線西鄉,彰濱東八路,10,26,41
彰化縣,線西鄉,彰濱東十一路,10,26,42
彰化縣,線西鄉,彰濱東十路,10,26,43
彰化縣,線西鄉,彰濱東三路,10,26,44
彰化縣,線西鄉,彰濱東五路,10,26,45
彰化縣,線西鄉,彰濱東六路,10,26,46
彰化縣,線西鄉,彰濱東四路,10,26,47
彰化縣,線西鄉,漁港路,10,26,48
彰化縣,線西鄉,德興路,10,26,49
彰化縣,線西鄉,慶安西路,10,26,50
彰化縣,線西鄉,慶安南二路,10,26,51
彰化縣,線西鄉,慶安南三路,10,26,52
彰化縣,線西鄉,慶安路,10,26,53
彰化縣,線西鄉,慶福路,10,26,54
彰化縣,線西鄉,慶濱路,10,26,55
彰化縣,線西鄉,線工北一路,10,26,56
彰化縣,線西鄉,線工北三路,10,26,57
彰化縣,線西鄉,線工南二路,10,26,58
彰化縣,線西鄉,線工南三街,10,26,59
彰化縣,線西鄉,線工路,10,26,60
彰化縣,線西鄉,線平路,10,26,61
彰化縣,線西鄉,線安路,10,26,62
彰化縣,線西鄉,線西路,10,26,63
彰化縣,線西鄉,線伸路,10,26,64
彰化縣,線西鄉,線東路,10,26,65
彰化縣,線西鄉,線東路一段,10,26,66
彰化縣,線西鄉,線東路二段,10,26,67
彰化縣,線西鄉,曉陽路,10,26,68
彰化縣,線西鄉,興農路,10,26,69
雲林縣,二崙鄉,三和,11,1,1
雲林縣,二崙鄉,三塊厝,11,1,2
雲林縣,二崙鄉,大同路,11,1,3
雲林縣,二崙鄉,大庄路,11,1,4
雲林縣,二崙鄉,大華路,11,1,5
雲林縣,二崙鄉,大義路,11,1,6
雲林縣,二崙鄉,山子門,11,1,7
雲林縣,二崙鄉,中山路,11,1,8
雲林縣,二崙鄉,中山路一段,11,1,9
雲林縣,二崙鄉,中正路,11,1,10
雲林縣,二崙鄉,中和路,11,1,11
雲林縣,二崙鄉,中華路,11,1,12
雲林縣,二崙鄉,中興路,11,1,13
雲林縣,二崙鄉,仁和路,11,1,14
雲林縣,二崙鄉,公?,11,1,15
雲林縣,二崙鄉,公舘,11,1,16
雲林縣,二崙鄉,太平路,11,1,17
雲林縣,二崙鄉,文化路,11,1,18
雲林縣,二崙鄉,民生路,11,1,19
雲林縣,二崙鄉,民族路,11,1,20
雲林縣,二崙鄉,民權路,11,1,21
雲林縣,二崙鄉,永定路,11,1,22
雲林縣,二崙鄉,永興,11,1,23
雲林縣,二崙鄉,田中路,11,1,24
雲林縣,二崙鄉,田尾,11,1,25
雲林縣,二崙鄉,田底,11,1,26
雲林縣,二崙鄉,田底路,11,1,27
雲林縣,二崙鄉,田寮,11,1,28
雲林縣,二崙鄉,田頭,11,1,29
雲林縣,二崙鄉,安平路,11,1,30
雲林縣,二崙鄉,尖厝崙,11,1,31
雲林縣,二崙鄉,成功路,11,1,32
雲林縣,二崙鄉,竹圍路,11,1,33
雲林縣,二崙鄉,來惠路,11,1,34
雲林縣,二崙鄉,定安,11,1,35
雲林縣,二崙鄉,後庄路,11,1,36
雲林縣,二崙鄉,後壁路,11,1,37
雲林縣,二崙鄉,洲子,11,1,38
雲林縣,二崙鄉,酒姑路,11,1,39
雲林縣,二崙鄉,埤腳,11,1,40
雲林縣,二崙鄉,埤脚,11,1,41
雲林縣,二崙鄉,張厝,11,1,42
雲林縣,二崙鄉,深坑,11,1,43
雲林縣,二崙鄉,犁份,11,1,44
雲林縣,二崙鄉,紹安路,11,1,45
雲林縣,二崙鄉,紹興路,11,1,46
雲林縣,二崙鄉,頂庄,11,1,47
雲林縣,二崙鄉,頂庄路,11,1,48
雲林縣,二崙鄉,復興,11,1,49
雲林縣,二崙鄉,復興路,11,1,50
雲林縣,二崙鄉,惠來路,11,1,51
雲林縣,二崙鄉,港後路,11,1,52
雲林縣,二崙鄉,華北路,11,1,53
雲林縣,二崙鄉,華西路,11,1,54
雲林縣,二崙鄉,隆興,11,1,55
雲林縣,二崙鄉,新吉路,11,1,56
雲林縣,二崙鄉,新庄路,11,1,57
雲林縣,二崙鄉,新店路,11,1,58
雲林縣,二崙鄉,新興路,11,1,59
雲林縣,二崙鄉,楊賢路,11,1,60
雲林縣,二崙鄉,裕民路,11,1,61
雲林縣,二崙鄉,興義路,11,1,62
雲林縣,二崙鄉,龍結,11,1,63
雲林縣,二崙鄉,湳子路,11,1,64
雲林縣,口湖鄉,?子,11,2,1
雲林縣,口湖鄉,三民路,11,2,2
雲林縣,口湖鄉,下寮,11,2,3
雲林縣,口湖鄉,口湖路,11,2,4
雲林縣,口湖鄉,山寮,11,2,5
雲林縣,口湖鄉,中山路,11,2,6
雲林縣,口湖鄉,中正路,11,2,7
雲林縣,口湖鄉,中正路一段,11,2,8
雲林縣,口湖鄉,中正路二段,11,2,9
雲林縣,口湖鄉,中和路,11,2,10
雲林縣,口湖鄉,中南街,11,2,11
雲林縣,口湖鄉,中華街,11,2,12
雲林縣,口湖鄉,中興路一段,11,2,13
雲林縣,口湖鄉,中興路二段,11,2,14
雲林縣,口湖鄉,五福街,11,2,15
雲林縣,口湖鄉,仁愛街,11,2,16
雲林縣,口湖鄉,文仁街,11,2,17
雲林縣,口湖鄉,文化,11,2,18
雲林縣,口湖鄉,文化路,11,2,19
雲林縣,口湖鄉,文光路,11,2,20
雲林縣,口湖鄉,文安街,11,2,21
雲林縣,口湖鄉,文昌路,11,2,22
雲林縣,口湖鄉,文明路,11,2,23
雲林縣,口湖鄉,文路,11,2,24
雲林縣,口湖鄉,文興路,11,2,25
雲林縣,口湖鄉,方圓街,11,2,26
雲林縣,口湖鄉,水井,11,2,27
雲林縣,口湖鄉,水井路,11,2,28
雲林縣,口湖鄉,水尾,11,2,29
雲林縣,口湖鄉,代安街,11,2,30
雲林縣,口湖鄉,北興街,11,2,31
雲林縣,口湖鄉,四維街,11,2,32
雲林縣,口湖鄉,外埔,11,2,33
雲林縣,口湖鄉,正義路,11,2,34
雲林縣,口湖鄉,民主路,11,2,35
雲林縣,口湖鄉,民生路,11,2,36
雲林縣,口湖鄉,民治路,11,2,37
雲林縣,口湖鄉,永平街,11,2,38
雲林縣,口湖鄉,永昌街,11,2,39
雲林縣,口湖鄉,永順街,11,2,40
雲林縣,口湖鄉,永樂街,11,2,41
雲林縣,口湖鄉,光明路,11,2,42
雲林縣,口湖鄉,成功路,11,2,43
雲林縣,口湖鄉,成龍,11,2,44
雲林縣,口湖鄉,沙崙,11,2,45
雲林縣,口湖鄉,和平路,11,2,46
雲林縣,口湖鄉,忠孝街,11,2,47
雲林縣,口湖鄉,拔拉,11,2,48
雲林縣,口湖鄉,明仁路,11,2,49
雲林縣,口湖鄉,東安路,11,2,50
雲林縣,口湖鄉,東興路,11,2,51
雲林縣,口湖鄉,林圍,11,2,52
雲林縣,口湖鄉,青蚶,11,2,53
雲林縣,口湖鄉,信義路,11,2,54
雲林縣,口湖鄉,保定街,11,2,55
雲林縣,口湖鄉,後厝,11,2,56
雲林縣,口湖鄉,後厝臨,11,2,57
雲林縣,口湖鄉,厝子,11,2,58
雲林縣,口湖鄉,海豐路,11,2,59
雲林縣,口湖鄉,烏麻園街,11,2,60
雲林縣,口湖鄉,崇文路二段,11,2,61
雲林縣,口湖鄉,蚶寮,11,2,62
雲林縣,口湖鄉,蚵寮,11,2,63
雲林縣,口湖鄉,蚵寮路,11,2,64
雲林縣,口湖鄉,頂湖,11,2,65
雲林縣,口湖鄉,復興路,11,2,66
雲林縣,口湖鄉,港西,11,2,67
雲林縣,口湖鄉,湖口,11,2,68
雲林縣,口湖鄉,順安街,11,2,69
雲林縣,口湖鄉,慈愛路,11,2,70
雲林縣,口湖鄉,新湖街,11,2,71
雲林縣,口湖鄉,瑞興街,11,2,72
雲林縣,口湖鄉,聖安一街,11,2,73
雲林縣,口湖鄉,聖安二街,11,2,74
雲林縣,口湖鄉,聖安路,11,2,75
雲林縣,口湖鄉,過港,11,2,76
雲林縣,口湖鄉,嘉農路,11,2,77
雲林縣,口湖鄉,漁港路,11,2,78
雲林縣,口湖鄉,福安路,11,2,79
雲林縣,口湖鄉,福德街,11,2,80
雲林縣,口湖鄉,福興街,11,2,81
雲林縣,口湖鄉,臺興路,11,2,82
雲林縣,口湖鄉,廟前街,11,2,83
雲林縣,口湖鄉,養魚路,11,2,84
雲林縣,口湖鄉,興港路,11,2,85
雲林縣,口湖鄉,興農路,11,2,86
雲林縣,口湖鄉,謝厝,11,2,87
雲林縣,口湖鄉,警前街,11,2,88
雲林縣,口湖鄉,鱉潭,11,2,89
雲林縣,土庫鎮,二民街,11,3,1
雲林縣,土庫鎮,三民街,11,3,2
雲林縣,土庫鎮,三民路,11,3,3
雲林縣,土庫鎮,三義路,11,3,4
雲林縣,土庫鎮,下庄,11,3,5
雲林縣,土庫鎮,下店,11,3,6
雲林縣,土庫鎮,下圍,11,3,7
雲林縣,土庫鎮,大同路,11,3,8
雲林縣,土庫鎮,大荖,11,3,9
雲林縣,土庫鎮,中山路,11,3,10
雲林縣,土庫鎮,中央路,11,3,11
雲林縣,土庫鎮,中正路,11,3,12
雲林縣,土庫鎮,中圍,11,3,13
雲林縣,土庫鎮,中華路,11,3,14
雲林縣,土庫鎮,中興路,11,3,15
雲林縣,土庫鎮,仁和街,11,3,16
雲林縣,土庫鎮,仁美街,11,3,17
雲林縣,土庫鎮,仁愛街,11,3,18
雲林縣,土庫鎮,仁愛路,11,3,19
雲林縣,土庫鎮,公園路,11,3,20
雲林縣,土庫鎮,文仁街,11,3,21
雲林縣,土庫鎮,文化街,11,3,22
雲林縣,土庫鎮,文化路,11,3,23
雲林縣,土庫鎮,文吉路,11,3,24
雲林縣,土庫鎮,文和街,11,3,25
雲林縣,土庫鎮,文昌路,11,3,26
雲林縣,土庫鎮,文德街,11,3,27
雲林縣,土庫鎮,文興街,11,3,28
雲林縣,土庫鎮,民生路,11,3,29
雲林縣,土庫鎮,民族路,11,3,30
雲林縣,土庫鎮,民權路,11,3,31
雲林縣,土庫鎮,石廟,11,3,32
雲林縣,土庫鎮,光明路,11,3,33
雲林縣,土庫鎮,光復路,11,3,34
雲林縣,土庫鎮,光路,11,3,35
雲林縣,土庫鎮,光榮路一段,11,3,36
雲林縣,土庫鎮,光榮路二段,11,3,37
雲林縣,土庫鎮,光榮路三段,11,3,38
雲林縣,土庫鎮,好收,11,3,39
雲林縣,土庫鎮,成功路,11,3,40
雲林縣,土庫鎮,竹圍,11,3,41
雲林縣,土庫鎮,竹寮,11,3,42
雲林縣,土庫鎮,西平,11,3,43
雲林縣,土庫鎮,西平路,11,3,44
雲林縣,土庫鎮,西新庄,11,3,45
雲林縣,土庫鎮,扶朝,11,3,46
雲林縣,土庫鎮,秀潭,11,3,47
雲林縣,土庫鎮,和平街,11,3,48
雲林縣,土庫鎮,忠孝,11,3,49
雲林縣,土庫鎮,忠孝街,11,3,50
雲林縣,土庫鎮,林森路,11,3,51
雲林縣,土庫鎮,長榮街,11,3,52
雲林縣,土庫鎮,信義,11,3,53
雲林縣,土庫鎮,信義街,11,3,54
雲林縣,土庫鎮,南新庄,11,3,55
雲林縣,土庫鎮,建仁街,11,3,56
雲林縣,土庫鎮,建功街,11,3,57
雲林縣,土庫鎮,建成街,11,3,58
雲林縣,土庫鎮,建勇街,11,3,59
雲林縣,土庫鎮,建國路,11,3,60
雲林縣,土庫鎮,建智街,11,3,61
雲林縣,土庫鎮,後埔,11,3,62
雲林縣,土庫鎮,修德,11,3,63
雲林縣,土庫鎮,修德街,11,3,64
雲林縣,土庫鎮,修德路,11,3,65
雲林縣,土庫鎮,馬光路,11,3,66
雲林縣,土庫鎮,馬光路一段,11,3,67
雲林縣,土庫鎮,埤腳,11,3,68
雲林縣,土庫鎮,埤脚,11,3,69
雲林縣,土庫鎮,崙?,11,3,70
雲林縣,土庫鎮,崙內,11,3,71
雲林縣,土庫鎮,張庄,11,3,72
雲林縣,土庫鎮,張庒,11,3,73
雲林縣,土庫鎮,頂竹圍,11,3,74
雲林縣,土庫鎮,頂圍,11,3,75
雲林縣,土庫鎮,頂寮,11,3,76
雲林縣,土庫鎮,復興路,11,3,77
雲林縣,土庫鎮,菜園,11,3,78
雲林縣,土庫鎮,菜園街,11,3,79
雲林縣,土庫鎮,街義街,11,3,80
雲林縣,土庫鎮,新生街,11,3,81
雲林縣,土庫鎮,新生路,11,3,82
雲林縣,土庫鎮,新光,11,3,83
雲林縣,土庫鎮,新庄,11,3,84
雲林縣,土庫鎮,新建,11,3,85
雲林縣,土庫鎮,新建路,11,3,86
雲林縣,土庫鎮,新興,11,3,87
雲林縣,土庫鎮,新庒,11,3,88
雲林縣,土庫鎮,溪心,11,3,89
雲林縣,土庫鎮,溪埔,11,3,90
雲林縣,土庫鎮,綺湖,11,3,91
雲林縣,土庫鎮,綺湖路,11,3,92
雲林縣,土庫鎮,興國街,11,3,93
雲林縣,土庫鎮,聯美,11,3,94
雲林縣,土庫鎮,聯美路,11,3,95
雲林縣,土庫鎮,雙人厝,11,3,96
雲林縣,土庫鎮,蘆竹,11,3,97
雲林縣,土庫鎮,菓圍,11,3,98
雲林縣,土庫鎮,菓園,11,3,99
雲林縣,大埤鄉,二重溝,11,4,1
雲林縣,大埤鄉,八德街,11,4,2
雲林縣,大埤鄉,三民路,11,4,3
雲林縣,大埤鄉,三和,11,4,4
雲林縣,大埤鄉,下崙,11,4,5
雲林縣,大埤鄉,大埤路,11,4,6
雲林縣,大埤鄉,大德,11,4,7
雲林縣,大埤鄉,中山路,11,4,8
雲林縣,大埤鄉,中正路,11,4,9
雲林縣,大埤鄉,中埤,11,4,10
雲林縣,大埤鄉,仁和,11,4,11
雲林縣,大埤鄉,北門街,11,4,12
雲林縣,大埤鄉,民生路,11,4,13
雲林縣,大埤鄉,民族路,11,4,14
雲林縣,大埤鄉,民權路,11,4,15
雲林縣,大埤鄉,田子林,11,4,16
雲林縣,大埤鄉,田中,11,4,17
雲林縣,大埤鄉,田心,11,4,18
雲林縣,大埤鄉,田庄,11,4,19
雲林縣,大埤鄉,田寮,11,4,20
雲林縣,大埤鄉,吉田,11,4,21
雲林縣,大埤鄉,吉潭,11,4,22
雲林縣,大埤鄉,圳溝,11,4,23
雲林縣,大埤鄉,竹圍,11,4,24
雲林縣,大埤鄉,自由街,11,4,25
雲林縣,大埤鄉,自立街,11,4,26
雲林縣,大埤鄉,自治南街,11,4,27
雲林縣,大埤鄉,西鎮,11,4,28
雲林縣,大埤鄉,和平路,11,4,29
雲林縣,大埤鄉,妮姑庵,11,4,30
雲林縣,大埤鄉,尚義,11,4,31
雲林縣,大埤鄉,延平路,11,4,32
雲林縣,大埤鄉,延平路三段,11,4,33
雲林縣,大埤鄉,怡美路,11,4,34
雲林縣,大埤鄉,怡然路,11,4,35
雲林縣,大埤鄉,松西,11,4,36
雲林縣,大埤鄉,松東,11,4,37
雲林縣,大埤鄉,信義路,11,4,38
雲林縣,大埤鄉,前寮,11,4,39
雲林縣,大埤鄉,南門街,11,4,40
雲林縣,大埤鄉,後庄,11,4,41
雲林縣,大埤鄉,紅毛埔,11,4,42
雲林縣,大埤鄉,浮潭,11,4,43
雲林縣,大埤鄉,埤頭,11,4,44
雲林縣,大埤鄉,埤頭76巷,11,4,45
雲林縣,大埤鄉,部興,11,4,46
雲林縣,大埤鄉,頂巷,11,4,47
雲林縣,大埤鄉,頂埤,11,4,48
雲林縣,大埤鄉,博愛路,11,4,49
雲林縣,大埤鄉,復興路,11,4,50
雲林縣,大埤鄉,雲嘉路,11,4,51
雲林縣,大埤鄉,新街,11,4,52
雲林縣,大埤鄉,瑞春新城,11,4,53
雲林縣,大埤鄉,嘉興,11,4,54
雲林縣,大埤鄉,嘉興東路,11,4,55
雲林縣,大埤鄉,福德,11,4,56
雲林縣,大埤鄉,福德79巷,11,4,57
雲林縣,大埤鄉,福德85巷,11,4,58
雲林縣,大埤鄉,興安,11,4,59
雲林縣,大埤鄉,聯怡路,11,4,60
雲林縣,大埤鄉,聯美路,11,4,61
雲林縣,大埤鄉,聯豐路,11,4,62
雲林縣,大埤鄉,豐田,11,4,63
雲林縣,大埤鄉,豐田路,11,4,64
雲林縣,大埤鄉,豐岡,11,4,65
雲林縣,大埤鄉,豐昌街,11,4,66
雲林縣,大埤鄉,豐盛街,11,4,67
雲林縣,大埤鄉,豐隆街,11,4,68
雲林縣,大埤鄉,豐興,11,4,69
雲林縣,大埤鄉,鎮平,11,4,70
雲林縣,元長鄉,二房,11,5,1
雲林縣,元長鄉,三民,11,5,2
雲林縣,元長鄉,三房,11,5,3
雲林縣,元長鄉,下寮,11,5,4
雲林縣,元長鄉,子茂,11,5,5
雲林縣,元長鄉,山川,11,5,6
雲林縣,元長鄉,中土,11,5,7
雲林縣,元長鄉,中山路,11,5,8
雲林縣,元長鄉,中央路,11,5,9
雲林縣,元長鄉,中坑,11,5,10
雲林縣,元長鄉,中洽,11,5,11
雲林縣,元長鄉,中湖,11,5,12
雲林縣,元長鄉,中興街,11,5,13
雲林縣,元長鄉,仁愛街,11,5,14
雲林縣,元長鄉,仁愛路,11,5,15
雲林縣,元長鄉,元中路,11,5,16
雲林縣,元長鄉,元北路,11,5,17
雲林縣,元長鄉,元西路,11,5,18
雲林縣,元長鄉,元東路,11,5,19
